id,Business Unit,Job Family,Job Title,description,cost,Status,is_deleted,created_date,modified_date
688,MOTUS,"Repairs, Servicing and Support Services",Technician: Pre-Delivery Inspection,"To conduct daily pre-delivery inspection of vehicles tasks and support, as per agreed standard operating procedures.",2500,,,,
689,MOTUS,"Repairs, Servicing and Support Services",Technician: Recalls and Incidentology,"Perform investigations, analysis and reporting on vehicle defects and escalate these to global OEM to continuously enhance service delivery. To provide technical advice and support on technical solutions relative to specific product concern.",2500,,,,
690,MOTUS,"Repairs, Servicing and Support Services",Technician: Service Representative,"To deliver service representative reports and support in order to process repairs, servicing and diagnostic activities accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
691,MOTUS,"Repairs, Servicing and Support Services",Technician: Service Wheel Alignment,To offer wheel alignment services and advise as required safelt and within area of accountabiity adhering to set standards.,2500,,,,
692,MOTUS,"Repairs, Servicing and Support Services",Technician:  Service Diagnostics,"To provide technical service diagnostics advice and support in order to increase operational quality and turn around time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
693,MOTUS,"Repairs, Servicing and Support Services",Technician: Hotline AAAS,To deliver telephonic technical services in order to complete work accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
694,MOTUS,"Repairs, Servicing and Support Services",Technician: Service,To deliver technical and diagnostic services in order to complete work accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
695,MOTUS,"Repairs, Servicing and Support Services",Technician: Service - Panel Shops,To deliver technical and diagnostic services in order to complete work accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
696,MOTUS,"Repairs, Servicing and Support Services",Technician: Service (Car Rental),To deliver technical services in order to complete work accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
697,MOTUS,"Repairs, Servicing and Support Services",Technician: Service Diagnostics,To deliver technical and diagnostic services in order to complete work accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
698,MOTUS,Customer Service,Telemarketer,To deliver telemarketing service in order to offer and per sway prospect clients on buy products/parts/vehicles/accessories accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
699,MOTUS,Human Capital,Test Official,"To provide services with regard to the assessment function of learners to improve operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
